title,subhead,url,image_url,premium
Olivier Faure et Nicolas Mayer-Rossignol échouent à se mettre d’accord sur la relation que le PS doit avoir avec LFI,,https://www.lemonde.fr/politique/article/2025/06/15/au-congres-du-parti-socialiste-olivier-faure-et-nicolas-mayer-rossignol-echouent-a-se-mettre-d-accord-sur-la-relation-avec-lfi_6613364_823448.html,https://img.lemde.fr/2025/06/15/0/0/6000/4000/198/132/95/0/bfcee97_upload-1-0kwtmrdep5ib-cbi1262056.JPG,False
"La désindustrialisation en Allemagne, un bouleversement historique pour les syndicats",,https://www.lemonde.fr/economie/article/2025/06/15/la-desindustrialisation-en-allemagne-un-bouleversement-historique-pour-les-syndicats_6613378_3234.html,,True
Six départements de l’est de la France en vigilance orange aux orages,,https://www.lemonde.fr/planete/article/2025/06/15/orages-vigilance-orange-pour-six-departements-de-l-est-de-la-france_6613352_3245.html,,False
"Avec le député RN Maxime Amblard, le lobby du nucléaire a trouvé sa voix à l’Assemblée",,https://www.lemonde.fr/politique/article/2025/06/15/avec-maxime-amblard-le-lobby-du-nucleaire-a-trouve-sa-voix-a-l-assemblee_6613381_823448.html,,True
Le vice-champion olympique Joan-Benjamin Gaba sacré champion du monde de judo pour la première fois,,https://www.lemonde.fr/sport/article/2025/06/15/le-vice-champion-olympique-joan-benjamin-gaba-sacre-champion-du-monde-de-judo-pour-la-premiere-fois_6613397_3242.html,,False
"Le F-35 américain, un avion de chasse symbole de dépendance européenne",,https://www.lemonde.fr/international/article/2025/06/15/le-f-35-americain-un-avion-de-chasse-symbole-de-dependance-europeenne_6613239_3210.html,,True
"Les brèves critiques du « Monde des livres » : Julien Barret, Yann Diener, Karin Serres…",,https://www.lemonde.fr/critique-litteraire/article/2025/06/15/les-breves-critiques-du-monde-des-livres-julien-barret-yann-diener-karin-serres_6613395_5473203.html,,True
"Jérôme Guedj traite Jean-Luc Mélenchon de « salopard antisémite », le leader de La France insoumise demande des excuses au PS",,https://www.lemonde.fr/politique/article/2025/06/15/jerome-guedj-traite-jean-luc-melenchon-de-salopard-antisemite-manuel-bompard-exige-des-excuses-d-olivier-faure_6613356_823448.html,,False
Le gouvernement tente de rassurer sur l’avenir du Palais de la découverte,,https://www.lemonde.fr/sciences/article/2025/06/15/le-gouvernement-tente-de-rassurer-sur-l-avenir-du-palais-de-la-decouverte_6613374_1650684.html,,True
« Benyamin Nétanyahou a mis Donald Trump au pied du mur » en frappant l’Iran,"L’ancien conseiller à la sécurité nationale de Kamala Harris critique, dans un entretien au « Monde », le concept de « paix par la force » qui sous-tend la politique étrangère américaine actuelle. Il reconnaît, par ailleurs, les erreurs de l’administration Biden, en particulier dans la guerre à Gaza.",https://www.lemonde.fr/international/article/2025/06/14/philip-gordon-ancien-conseiller-de-kamala-harris-benyamin-netanyahou-a-mis-donald-trump-au-pied-du-mur-en-frappant-l-iran_6613039_3210.html,https://img.lemde.fr/2025/06/12/0/0/6000/4000/664/442/75/0/163dfab_upload-1-o7e71rcm7sck-000-34yp7f4.jpg,True
"La supériorité aérienne du F-35, l’un des avions de combat les plus performants au monde, en infographies","Depuis le retour de Donald Trump au pouvoir et ses régulières menaces de désengager les Etats-Unis de l’OTAN, les partenaires européens qui ont opté pour le F-35, conçu par le constructeur américain Lockheed Marti, sont un peu amers.",https://www.lemonde.fr/international/article/2025/06/15/la-superiorite-aerienne-du-f-35_6613238_3210.html,https://img.lemde.fr/2025/06/13/0/386/1156/771/664/442/75/0/81d9243_upload-1-z4l2kn04lsbm-mediaappel-f35.png,True
D’ex-salariés d’une formation supérieure privée dénoncent le « business » des étudiants étrangers,"D’anciens salariés d’une école de management lyonnaise, membre du groupe privé Collège de Paris, mettent en cause les pratiques du groupe pour recruter au prix fort des étudiants étrangers, qui n’obtiennent pas toujours la formation souhaitée.",https://www.lemonde.fr/campus/article/2025/06/15/d-ex-salaries-d-une-formation-superieure-privee-denoncent-le-business-des-etudiants-etrangers_6613314_4401467.html,https://img.lemde.fr/2025/06/13/79/0/2220/1480/664/442/75/0/7ad543c_upload-1-490pqhmf6g0l-image0.jpeg,True
"Faire des grandes familles, avec « plus de bébés », le nouveau ciment des droites aux Etats-Unis",,https://www.lemonde.fr/idees/article/2025/06/15/la-relance-des-naissances-nouveau-ciment-des-droites-aux-etats-unis_6613236_3232.html,,True
Editorial du « Monde » : le choix de la guerre et de ses risques,,https://www.lemonde.fr/idees/article/2025/06/14/israel-iran-le-choix-de-la-guerre-et-de-ses-risques_6613006_3232.html,,False
"« L’extrême droite aux Etats-Unis est imprégnée d’un millénarisme apocalyptique, nourri par la crise environnementale »",,https://www.lemonde.fr/idees/article/2025/06/15/l-extreme-droite-americaine-est-impregnee-d-un-millenarisme-apocalyptique-nourri-par-la-crise-environnementale_6613225_3232.html,https://img.lemde.fr/2017/09/22/0/0/0/0/100/100/60/0/985ab6b_194.jpg,True
Plusieurs zones ont été « touchées » en Israël à la suite de la dernière salve de missiles tirés dimanche soir par l’Iran,,https://www.lemonde.fr/international/live/2025/06/15/en-direct-israel-iran-plusieurs-zones-ont-ete-touchees-en-israel-a-la-suite-de-la-derniere-salve-de-missiles-tires-dimanche-soir-par-l-iran_6612642_3210.html,https://img.lemde.fr/2025/06/15/0/5/4780/3187/664/442/75/0/cee84b5_ftp-import-images-1-srtjlh3sgsgm-2025-06-15t185137z-905814018-rc253fa8mmgf-rtrmadp-3-iran-nuclear-israel.JPG,False
"Tribune. « En attaquant l’Iran, Israël entraîne le Moyen-Orient dans un engrenage guerrier »",,https://www.lemonde.fr/idees/article/2025/06/15/en-attaquant-l-iran-israel-entraine-le-moyen-orient-dans-un-engrenage-guerrier_6613380_3232.html,,True
"A la manifestation pour Gaza, la colère et la peur",,https://www.lemonde.fr/societe/article/2025/06/14/a-la-manifestation-pour-gaza-la-colere-et-la-peur_6613049_3224.html,,True
